Column1,Column2
17092,지역문화재단 리더십의 구성요인과 모형 연구
17093,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17094,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17095,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17096,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17097,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17098,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17099,지역문화재단 리더십의 구성요인과 모형 연구
17100,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17101,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17102,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17103,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17104,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17105,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17106,지역문화재단 리더십의 구성요인과 모형 연구
17107,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17108,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17109,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17110,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17111,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17112,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17113,지역문화재단 리더십의 구성요인과 모형 연구
17114,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17115,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17116,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17117,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17118,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17119,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17120,지역문화재단 리더십의 구성요인과 모형 연구
17121,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17122,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17123,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17124,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17125,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17126,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17127,지역문화재단 리더십의 구성요인과 모형 연구
17128,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17129,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17130,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17131,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17132,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17133,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17134,지역문화재단 리더십의 구성요인과 모형 연구
17135,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17136,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17137,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17138,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17139,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17140,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17141,지역문화재단 리더십의 구성요인과 모형 연구
17142,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17143,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17144,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17145,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17146,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17147,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17148,지역문화재단 리더십의 구성요인과 모형 연구
17149,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17150,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17151,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17152,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17153,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17154,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17155,지역문화재단 리더십의 구성요인과 모형 연구
17156,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17157,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17158,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17159,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17160,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17161,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17162,지역문화재단 리더십의 구성요인과 모형 연구
17163,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17164,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17165,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17166,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17167,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17168,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17169,지역문화재단 리더십의 구성요인과 모형 연구
17170,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17171,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17172,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17173,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17174,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17175,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17176,지역문화재단 리더십의 구성요인과 모형 연구
17177,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17178,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17179,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17180,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17181,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17182,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17183,지역문화재단 리더십의 구성요인과 모형 연구
17184,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17185,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17186,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17187,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17188,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17189,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17190,지역문화재단 리더십의 구성요인과 모형 연구
17191,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17192,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17193,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17194,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17195,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17196,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17197,지역문화재단 리더십의 구성요인과 모형 연구
17198,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17199,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17200,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17201,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17202,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17203,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17204,지역문화재단 리더십의 구성요인과 모형 연구
17205,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17206,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17207,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17208,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17209,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17210,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17211,지역문화재단 리더십의 구성요인과 모형 연구
17212,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17213,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17214,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17215,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17216,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17217,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17218,지역문화재단 리더십의 구성요인과 모형 연구
17219,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17220,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17221,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17222,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17223,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17224,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17225,지역문화재단 리더십의 구성요인과 모형 연구
17226,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17227,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17228,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17229,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17230,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17231,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17232,지역문화재단 리더십의 구성요인과 모형 연구
17233,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17234,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17235,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17236,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17237,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17238,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17239,지역문화재단 리더십의 구성요인과 모형 연구
17240,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17241,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17242,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17243,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17244,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17245,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17246,지역문화재단 리더십의 구성요인과 모형 연구
17247,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17248,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17249,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17250,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17251,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17252,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17253,지역문화재단 리더십의 구성요인과 모형 연구
17254,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17255,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17256,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17257,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17258,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17259,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17260,지역문화재단 리더십의 구성요인과 모형 연구
17261,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17262,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17263,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17264,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17265,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17266,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17267,지역문화재단 리더십의 구성요인과 모형 연구
17268,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17269,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17270,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17271,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17272,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17273,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17274,지역문화재단 리더십의 구성요인과 모형 연구
17275,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17276,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17277,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17278,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17279,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17280,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17281,지역문화재단 리더십의 구성요인과 모형 연구
17282,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17283,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17284,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17285,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17286,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17287,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17288,지역문화재단 리더십의 구성요인과 모형 연구
17289,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17290,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17291,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17292,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17293,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17294,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17295,지역문화재단 리더십의 구성요인과 모형 연구
17296,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17297,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17298,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17299,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17300,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17301,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17302,지역문화재단 리더십의 구성요인과 모형 연구
17303,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17304,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
